  92A|   21|C|   55|17|||N|
  93A|   21|C|   56|17|||N|
  93B|   21|C|   56|17| ||N|
  94A|   21|C|   56|17|||N|
  94B|   21|C|   56|17|||N|
  95A|   21|C|   56|17|||N|
  96A|   21|C|   56|17|||N|
  96B|   21|C|   56|17|||N|
  97A|   21|C|   56|17|||N|
  97B|   21|C|   56|17|||N|
  97C|   21|C|   56|17|||N|
  97D|   21|C|   56|17|||N|
  98A|   21|C|   56|17|||N|
  99A|   22|C|   57|17|||N|
  99B|   22|C|   57|17|||N|
  99C|   22|C|   57|17|||N|
 100A|   23|C|   58|17|||N|
 101A|   23|C|   58|17|||N|
 102A|   23|C|   58|17|||N|
 103A|   23|C|   59|17|||N|
 103B|   23|C|   58|17|||N|
